emp_no,first_name,last_name,birth_date,from_date,to_date,title
57677,Maia,Gruenwald,1963-03-29,1991-07-12,9999-01-01,Senior Staff
57681,Shuichi,Garrabrants,1963-01-08,1986-01-30,9999-01-01,Engineer
57703,Bedrich,Vecchio,1964-12-16,1988-09-04,9999-01-01,Senior Engineer
57717,Yonghong,Ernst,1964-04-12,1985-08-17,9999-01-01,Senior Staff
57729,Zdislav,Juneja,1964-06-23,1998-06-26,9999-01-01,Engineer
57742,Huican,Karlin,1964-11-12,2000-05-23,9999-01-01,Senior Staff
57745,Nadjib,Boguraev,1964-09-16,1997-04-23,9999-01-01,Senior Engineer
57746,Doowon,Masada,1964-12-05,1997-11-11,9999-01-01,Senior Engineer
57758,Rayond,Brodie,1963-05-04,1997-02-02,9999-01-01,Senior Staff
57760,Reinhard,VanScheik,1964-05-31,1985-04-28,9999-01-01,Senior Staff
57765,Pascal,Erde,1963-05-06,1998-08-13,9999-01-01,Staff
57772,Tomoyuki,Stamatiou,1964-08-11,2001-10-19,9999-01-01,Staff
57774,Aksel,Bain,1964-01-15,1995-06-27,9999-01-01,Staff
57775,Ziva,Swiss,1963-12-12,1991-02-13,9999-01-01,Staff
57783,Zhenhua,Syang,1963-06-06,1992-08-12,9999-01-01,Staff
57791,Lunjin,Salvesen,1963-06-27,1991-08-21,9999-01-01,Senior Engineer
57796,Duri,Choobineh,1963-02-17,1989-10-06,9999-01-01,Senior Engineer
57805,Chenye,Chimia,1964-01-15,1991-05-22,9999-01-01,Technique Leader
57806,Gianluca,Bresenham,1963-11-09,1986-07-25,9999-01-01,Staff
57810,Greger,Kakkad,1964-02-06,2001-02-19,9999-01-01,Staff
57811,Indrajit,Merel,1964-05-22,1996-02-17,9999-01-01,Staff
57813,Felicidad,Talmor,1963-07-11,1992-11-04,9999-01-01,Senior Engineer
57814,Jovan,Luke,1964-10-11,1996-05-01,9999-01-01,Senior Staff
57818,Shao,Vendrig,1964-03-13,1999-12-11,9999-01-01,Staff
57830,Kristin,Pietrzykowski,1964-09-25,1989-01-31,9999-01-01,Technique Leader
57831,Kwangjo,Zaumen,1964-10-20,1985-08-26,9999-01-01,Senior Engineer
57844,Ortrud,Chappelet,1963-11-27,1988-07-26,9999-01-01,Senior Staff
57846,Karoline,Demian,1963-08-19,1997-08-30,9999-01-01,Engineer
57863,Katsuo,Decleir,1963-01-15,1987-02-25,9999-01-01,Engineer
57866,Guther,Kawashimo,1963-06-05,1999-02-16,9999-01-01,Engineer
57867,Shigeaki,Teitelbaum,1963-08-03,1992-10-19,9999-01-01,Engineer
57871,Pramod,Hmelo,1964-08-14,1995-08-28,9999-01-01,Staff
57872,Ult,Luck,1963-04-14,1993-03-03,9999-01-01,Engineer
57881,Giap,Demeyer,1964-02-20,1987-03-18,9999-01-01,Staff
57887,Gladys,Emiris,1963-08-27,1993-06-20,9999-01-01,Senior Staff
57900,Constantino,Murillo,1964-08-04,1988-07-29,9999-01-01,Senior Staff
57902,Zeljko,Alvarado,1963-04-27,1995-12-27,9999-01-01,Senior Staff
57905,Khaled,Molenaar,1964-02-03,1994-12-26,9999-01-01,Engineer
57907,Muzhong,Khalil,1963-02-04,1993-03-18,9999-01-01,Engineer
57914,Frazer,Hempstead,1964-02-09,1992-05-12,9999-01-01,Senior Staff
57920,Ymte,Showalter,1964-06-22,1987-06-15,9999-01-01,Senior Engineer
57927,Aral,Roison,1964-01-19,1990-08-09,9999-01-01,Technique Leader
57934,Sanjoy,Boudaillier,1965-01-25,1989-12-27,9999-01-01,Engineer
57957,Marla,Werthner,1963-09-14,1988-02-17,9999-01-01,Staff
57962,Phillip,Papadias,1964-08-01,1988-09-02,9999-01-01,Engineer
57966,Arfst,Boguraev,1964-03-09,1993-07-15,9999-01-01,Senior Engineer
57974,Yakichi,Hettesheimer,1964-06-03,1986-02-24,9999-01-01,Engineer
58001,Percy,Trachtenberg,1964-01-03,1993-08-11,9999-01-01,Assistant Engineer
58003,Duangkaew,Spataro,1963-12-27,1998-08-12,9999-01-01,Senior Engineer
58028,Honesty,Keirsey,1963-04-16,1997-02-11,9999-01-01,Senior Staff
58040,Mayumi,Swift,1963-09-24,1995-11-08,9999-01-01,Senior Staff
58041,Shir,Chinal,1963-09-01,1985-06-01,9999-01-01,Engineer
58042,Xuedong,Bale,1964-07-21,1998-01-06,9999-01-01,Engineer
58079,Guoxiang,Gini,1964-05-16,1991-04-03,9999-01-01,Senior Staff
58083,Khaled,Tsunoo,1963-06-15,1993-03-28,9999-01-01,Senior Engineer
58085,Danel,Ladret,1963-09-22,1985-04-18,9999-01-01,Senior Staff
58091,Reuven,Erbe,1963-08-11,1999-01-20,9999-01-01,Senior Staff
58092,LiMin,Rabehasaina,1963-12-03,2000-08-25,9999-01-01,Engineer
58093,Taegyun,Ravishankar,1964-08-26,1991-09-08,9999-01-01,Senior Engineer
58097,Arlette,Marletta,1964-09-07,1997-02-07,9999-01-01,Senior Engineer
58101,Kellie,Velardi,1963-07-13,1987-04-07,9999-01-01,Engineer
58110,Jaana,Krzyzanowski,1964-12-09,1995-12-17,9999-01-01,Staff
58128,Adas,Mandell,1963-07-27,1992-07-01,9999-01-01,Senior Staff
58141,Bezalel,Karner,1965-01-05,1994-09-27,9999-01-01,Staff
58144,Moon,Bazzichi,1964-03-03,1985-07-16,9999-01-01,Assistant Engineer
58147,Shigenori,Sullins,1965-01-09,1988-02-24,9999-01-01,Senior Staff
58163,Paraskevi,Krogh,1964-10-13,1996-05-27,9999-01-01,Engineer
58170,Geraldo,Chelton,1963-11-12,1999-11-09,9999-01-01,Senior Staff
58172,Jingling,Ghelli,1964-01-07,1992-02-12,9999-01-01,Staff
58188,Sadegh,Brendel,1964-05-21,2000-01-19,9999-01-01,Staff
58193,Kerhong,Narlikar,1964-01-28,1986-12-22,9999-01-01,Engineer
58198,Przemyslawa,Oppitz,1964-02-16,1998-02-07,9999-01-01,Senior Staff
58205,Yuchang,Adachi,1963-05-23,1987-04-08,9999-01-01,Staff
58212,Yurii,Himler,1964-02-21,1986-08-22,9999-01-01,Engineer
58244,Mohd,Androutsos,1964-10-06,1986-12-17,9999-01-01,Senior Staff
58248,Menkae,Krzyzanowski,1964-06-08,1985-02-11,9999-01-01,Engineer
58258,Hatem,Stroustrup,1963-02-12,1991-03-10,9999-01-01,Senior Engineer
58268,Manu,Shokrollahi,1964-08-02,1991-10-05,9999-01-01,Engineer
58289,Stella,Itzfeldt,1964-04-11,1993-10-05,9999-01-01,Staff
58290,Lucien,Picco,1964-02-16,1992-09-09,9999-01-01,Engineer
58294,Jordanka,Rajala,1964-08-20,1986-09-28,9999-01-01,Senior Staff
58295,Stabislas,Pena,1964-06-20,1994-05-16,9999-01-01,Staff
58313,Ronghao,Engelmann,1964-03-27,2000-01-22,9999-01-01,Engineer
58315,Jiafu,Leonhardt,1964-09-03,1997-02-20,9999-01-01,Senior Engineer
58322,Arie,Coombs,1964-11-21,1993-01-29,9999-01-01,Senior Engineer
58348,Geraldo,Furedi,1963-12-30,1999-07-13,9999-01-01,Staff
58355,Mitsuyuki,Bellmore,1963-05-30,1985-07-30,9999-01-01,Engineer
58360,Masoud,Mungall,1963-05-04,1992-09-16,9999-01-01,Senior Staff
58365,Sashi,Lorho,1964-12-16,1987-05-09,9999-01-01,Senior Staff
58367,Mark,Goldhammer,1964-09-15,1993-09-29,9999-01-01,Senior Engineer
58373,Jouni,Chvatal,1964-05-23,1987-03-21,9999-01-01,Engineer
58384,Mariusz,Vural,1965-01-22,1993-11-14,9999-01-01,Engineer
58386,Brendon,Weedman,1964-09-25,1986-02-14,9999-01-01,Assistant Engineer
58402,Stabislas,Monarch,1964-08-10,1992-05-05,9999-01-01,Assistant Engineer
58433,Sastry,Schwartzbauer,1963-12-20,1985-02-17,9999-01-01,Engineer
58441,Shmuel,Anger,1964-11-29,1989-01-08,9999-01-01,Staff
58442,Guiseppe,Kamber,1963-09-23,1985-09-23,9999-01-01,Staff
58450,Stepehn,Taubenfeld,1964-11-09,2001-10-18,9999-01-01,Staff
58454,Ziya,Zambonelli,1965-01-25,1999-06-29,9999-01-01,Engineer
58465,Zhanqiu,Bernini,1963-08-13,1997-01-22,9999-01-01,Senior Engineer
58484,Heon,Zeidenstein,1963-09-23,1986-07-15,9999-01-01,Engineer
58488,Munir,Lagarias,1963-08-30,2000-01-29,9999-01-01,Engineer
58494,Uwe,Kambil,1964-05-31,1990-12-30,9999-01-01,Senior Engineer
58497,Yechiam,Cairo,1965-01-22,2000-10-21,9999-01-01,Senior Staff
58498,Matt,Janetzko,1963-05-16,1998-12-07,9999-01-01,Senior Staff
58504,Ortrud,Pileggi,1964-11-23,1988-12-04,9999-01-01,Engineer
58506,Takahiro,Murthy,1964-06-29,1992-10-21,9999-01-01,Senior Engineer
58512,Odysseas,Msuda,1964-08-10,1997-09-08,9999-01-01,Staff
58521,Matk,Rodiger,1963-05-06,1991-08-18,9999-01-01,Senior Staff
58540,Sadun,Shihab,1964-09-14,1992-05-23,9999-01-01,Senior Engineer
58561,Kazuhiko,Michaeli,1964-12-24,1993-09-19,9999-01-01,Senior Staff
58568,Mansur,Kowalchuk,1964-12-29,1986-10-15,9999-01-01,Engineer
58581,Francesca,Mitina,1964-04-11,1991-10-06,9999-01-01,Senior Staff
58596,Basil,Bouloucos,1964-05-03,1989-01-23,9999-01-01,Engineer
58611,Sastry,Ranka,1963-03-24,1992-10-21,9999-01-01,Technique Leader
58617,Miquel,Perz,1964-02-21,1989-04-03,9999-01-01,Assistant Engineer
58629,Aruna,Schonegge,1964-06-28,1999-02-27,9999-01-01,Staff
58633,Ashish,Stifter,1964-08-10,1991-09-21,9999-01-01,Engineer
58645,Arvin,Vadhan,1963-04-05,1998-10-09,9999-01-01,Engineer
58652,Foong,Guting,1963-04-20,1985-02-20,9999-01-01,Senior Staff
58660,Taiji,Loncour,1964-02-03,1986-04-25,9999-01-01,Senior Staff
58661,Juyoung,Heuter,1963-11-29,1992-07-14,9999-01-01,Senior Engineer
58662,Yahiko,Erdi,1964-02-07,1986-04-08,9999-01-01,Senior Engineer
58675,Vojin,Etalle,1963-11-12,1995-12-08,9999-01-01,Engineer
58681,Makato,Azumi,1964-09-11,1988-09-09,9999-01-01,Engineer
58683,Gilbert,Krogh,1964-04-18,1986-10-12,9999-01-01,Engineer
58698,Janche,Wursthorn,1964-07-31,1991-07-22,9999-01-01,Senior Engineer
58720,Alagu,Leivant,1964-08-07,1999-01-23,9999-01-01,Engineer
58721,Sashi,Wegerle,1963-04-14,2000-06-30,9999-01-01,Engineer
58724,Jiong,Giaccio,1963-02-19,1987-11-29,9999-01-01,Staff
58726,Boaz,Litzkow,1964-11-03,1985-08-28,9999-01-01,Senior Staff
58733,Conor,Spataro,1964-06-26,1994-11-13,9999-01-01,Senior Staff
58744,Gift,Serna,1963-05-13,1988-05-06,9999-01-01,Senior Engineer
58760,Saniya,Vingron,1963-03-22,1987-04-15,9999-01-01,Senior Staff
58763,Rasikan,Gopalakrishnan,1963-12-12,1992-09-30,9999-01-01,Senior Staff
58764,Alenka,Berztiss,1963-05-12,1986-10-30,9999-01-01,Senior Engineer
58774,Djelloul,Benaini,1963-05-05,1993-08-17,9999-01-01,Senior Engineer
58783,Udi,Morton,1964-01-09,1987-11-21,9999-01-01,Senior Engineer
58785,Leif,Welham,1963-12-18,1992-04-02,9999-01-01,Senior Staff
58793,Kellie,Tetzlaff,1963-09-02,1993-05-03,9999-01-01,Senior Engineer
58798,Teunis,Garnier,1963-04-12,1996-04-03,9999-01-01,Senior Engineer
58800,Anyuan,Mungall,1963-07-06,2001-11-07,9999-01-01,Staff
58803,Gil,Pleszkun,1964-12-24,1998-03-15,9999-01-01,Senior Engineer
58816,Vasilii,Lambe,1964-02-20,1987-01-04,9999-01-01,Technique Leader
58819,Gennady,Liesche,1965-01-04,1987-12-02,9999-01-01,Senior Staff
58828,Valeska,Munro,1963-12-15,2002-01-22,9999-01-01,Senior Engineer
58861,Jianhui,Goodrum,1964-12-20,1994-06-27,9999-01-01,Staff
58868,Zhilian,Warwick,1964-07-15,1998-08-16,9999-01-01,Engineer
58877,Lalit,Maginnis,1963-10-10,1994-11-12,9999-01-01,Senior Staff
58888,Dharmaraja,Luce,1963-01-18,1986-08-19,9999-01-01,Staff
58893,Khedija,Yamaashi,1964-06-29,1998-12-29,9999-01-01,Assistant Engineer
58906,Xumin,Passafiume,1964-12-11,1994-12-29,9999-01-01,Staff
58910,Ramzi,Savasere,1964-07-05,1998-03-17,9999-01-01,Assistant Engineer
58917,Leon,Kragelund,1963-05-05,1985-07-06,9999-01-01,Senior Staff
58918,Tremaine,Gecsei,1964-12-04,1986-05-24,9999-01-01,Senior Staff
58935,Adly,Welham,1963-06-27,1991-10-07,9999-01-01,Engineer
58936,Nikolaos,Cannata,1964-10-06,1995-12-10,9999-01-01,Senior Staff
58940,Uri,Xiaoshan,1964-05-02,1991-07-09,9999-01-01,Senior Engineer
58944,Yahiko,Egerstedt,1963-04-29,1989-02-01,9999-01-01,Senior Engineer
58954,Arve,Boreale,1964-05-25,1990-02-14,9999-01-01,Senior Engineer
58958,Kristin,Thebaut,1964-03-25,1993-08-30,9999-01-01,Senior Engineer
58982,Xiaoqiu,Petersohn,1964-02-26,1999-04-03,9999-01-01,Technique Leader
58990,Palash,Trelles,1965-01-04,1998-11-18,9999-01-01,Engineer
58997,Uriel,Taubenfeld,1964-08-15,1990-12-25,9999-01-01,Senior Staff
58999,Yongqiao,Quittner,1963-12-15,1989-01-12,9999-01-01,Engineer
59040,Hatsukazu,Vecchio,1963-09-29,1988-04-22,9999-01-01,Staff
59041,Bingning,Veevers,1964-06-07,1993-10-20,9999-01-01,Staff
59045,Freyja,Gien,1964-03-31,1985-05-26,9999-01-01,Technique Leader
59048,Leandro,Terekhov,1963-12-13,2001-12-03,9999-01-01,Engineer
59059,Toshimo,Gargeya,1963-02-28,1995-10-13,9999-01-01,Senior Engineer
59077,Yuping,Strooper,1964-04-18,1988-12-16,9999-01-01,Senior Staff
59103,Pranas,Zaiane,1964-07-29,1999-07-11,9999-01-01,Staff
59111,Takahiro,Shinomoto,1963-06-26,1991-10-09,9999-01-01,Senior Staff
59117,Akhilish,Kobuchi,1964-03-11,1986-02-18,9999-01-01,Senior Staff
59133,Lokesh,Pietracaprina,1964-11-02,1985-03-21,9999-01-01,Senior Engineer
59149,Hidefumi,Ishibashi,1964-05-14,1990-02-23,9999-01-01,Staff
59150,Gully,Mersereau,1963-12-09,2000-02-08,9999-01-01,Engineer
59160,Arun,Salvesen,1964-01-31,1996-08-12,9999-01-01,Staff
59170,Baocai,Rusterholz,1963-12-05,1995-06-25,9999-01-01,Engineer
59173,Pranas,Maccarone,1964-03-14,1999-06-20,9999-01-01,Staff
59177,Saniya,Biran,1963-06-12,1992-03-27,9999-01-01,Staff
59187,Jayesh,Srimani,1963-12-02,1996-06-13,9999-01-01,Technique Leader
59191,Goh,Goodrum,1964-11-30,1999-05-11,9999-01-01,Senior Engineer
59194,Willard,Vesna,1963-10-07,1993-10-22,9999-01-01,Senior Staff
59195,Ronnie,Pollock,1965-01-08,1990-06-19,9999-01-01,Technique Leader
59196,Atreye,Nishimukai,1964-03-12,1995-05-18,9999-01-01,Senior Engineer
59204,Yannik,Minakawa,1963-04-01,1990-01-13,9999-01-01,Senior Staff
59214,Hitomi,Eiter,1964-01-16,1990-12-03,9999-01-01,Senior Staff
59220,Youngkon,Ramsay,1963-10-17,1990-10-15,9999-01-01,Engineer
59233,Yuriy,Claffy,1963-06-06,1986-04-01,9999-01-01,Engineer
59243,Kazuhira,Curless,1964-06-13,1988-09-10,9999-01-01,Engineer
59270,Guiseppe,Sommer,1963-06-30,1998-09-10,9999-01-01,Staff
59282,Teiji,Garnick,1964-12-22,1987-03-28,9999-01-01,Staff
59303,Edwin,Ramalingam,1963-03-16,1992-10-15,9999-01-01,Senior Engineer
59316,Hausi,Akazan,1963-03-12,1997-07-19,9999-01-01,Engineer
59327,Serif,Hoogerwoord,1963-07-26,1997-02-05,9999-01-01,Senior Engineer
59332,Willard,Lienhardt,1963-10-29,1994-03-04,9999-01-01,Senior Engineer
59336,Ortrun,Hennings,1963-11-20,1989-09-06,9999-01-01,Senior Engineer
59353,Pradeep,Kossowski,1964-06-06,1991-06-22,9999-01-01,Senior Staff
59357,Mark,Barriga,1964-07-06,1986-12-05,9999-01-01,Senior Engineer
59359,Serif,Pollock,1964-12-27,1989-08-31,9999-01-01,Senior Staff
59361,Shawna,Perez,1964-04-29,1998-02-24,9999-01-01,Staff
59367,Bernd,Murtagh,1964-07-08,1994-11-28,9999-01-01,Staff
59385,Wanqing,Rande,1964-07-18,1985-06-20,9999-01-01,Assistant Engineer
59398,Urs,Beidas,1963-07-29,1991-12-24,9999-01-01,Senior Staff
59410,Neelam,Bahr,1963-09-26,1994-05-04,9999-01-01,Staff
59418,Mori,Molenkamp,1963-04-27,1997-07-25,9999-01-01,Staff
59420,Bangqing,Bamford,1963-02-04,1988-07-31,9999-01-01,Senior Engineer
59428,Tse,Hofting,1964-05-13,1985-12-12,9999-01-01,Engineer
59436,Xiahua,Flasterstein,1964-11-19,1998-11-04,9999-01-01,Staff
59437,Zeljko,Kobuchi,1964-11-02,1987-11-08,9999-01-01,Engineer
59442,Filipe,Bednarek,1964-09-26,1988-04-30,9999-01-01,Senior Staff
59443,Vitaly,Cardazo,1964-09-28,1986-04-12,9999-01-01,Senior Engineer
59445,Khedija,Iacovou,1964-01-17,1985-12-14,9999-01-01,Senior Staff
59447,Falguni,Sudkamp,1964-06-22,1993-03-14,9999-01-01,Assistant Engineer
59448,Xiaoheng,Albarhamtoshy,1963-12-29,1988-05-31,9999-01-01,Staff
59449,Premsyl,Morrow,1964-02-05,1987-01-25,9999-01-01,Senior Engineer
59455,Gennady,Constantine,1963-03-12,1985-08-14,9999-01-01,Staff
59457,Gopalakrishnan,Raoux,1964-05-28,1996-01-23,9999-01-01,Staff
59467,Juichirou,Verspoor,1963-06-03,1993-05-07,9999-01-01,Staff
59476,Shay,Frijda,1963-07-06,1999-06-19,9999-01-01,Assistant Engineer
59477,Kwangyoen,Raczkowsky,1964-07-16,1995-05-20,9999-01-01,Staff
59484,Turgut,Schiettecatte,1963-04-13,1992-09-03,9999-01-01,Engineer
59492,Bowen,Schiettecatte,1963-06-02,1995-11-19,9999-01-01,Staff
59511,Tadanori,Jayawardene,1964-11-23,1993-05-14,9999-01-01,Senior Engineer
59533,Peternela,Uchoa,1964-10-03,1992-10-08,9999-01-01,Senior Staff
59542,Takahito,Pehl,1964-09-02,1997-11-21,9999-01-01,Engineer
59554,Gen,Gurbaxani,1964-07-24,1997-12-13,9999-01-01,Senior Staff
59571,Hatsukazu,Panangaden,1963-02-02,1990-12-31,9999-01-01,Senior Engineer
59573,Angus,Lorie,1964-01-12,1998-12-13,9999-01-01,Staff
59585,Josyula,Hashii,1963-06-12,1999-12-06,9999-01-01,Engineer
59587,Przemyslawa,Peak,1964-05-20,1985-06-08,9999-01-01,Senior Staff
59596,Tsutomu,Hinsberger,1963-04-12,1989-08-03,9999-01-01,Senior Staff
59599,Hinrich,Undy,1963-11-01,1989-11-27,9999-01-01,Assistant Engineer
59609,Chinya,Marquardt,1963-07-19,1997-12-29,9999-01-01,Staff
59614,Leon,Dalphin,1963-04-02,1987-11-05,9999-01-01,Assistant Engineer
59624,Pranas,Kieras,1964-09-23,1993-01-18,9999-01-01,Senior Staff
59630,Christoper,Gruenwald,1963-10-02,1991-07-06,9999-01-01,Staff
59632,Hausi,Manders,1964-01-10,1986-08-04,9999-01-01,Staff
59637,Jongsuk,Michaels,1963-10-29,1998-03-06,9999-01-01,Staff
59640,Zita,Hiltgen,1965-01-18,1999-01-26,9999-01-01,Staff
59644,Jolita,Cools,1963-07-09,1990-11-25,9999-01-01,Senior Engineer
59652,Ebbe,Guardalben,1964-10-19,1993-03-21,9999-01-01,Staff
59655,Richard,Kakkar,1964-01-16,1993-12-22,9999-01-01,Senior Staff
59656,Koldo,Nicolson,1963-10-22,1993-11-22,9999-01-01,Technique Leader
59658,Nagui,Cincotta,1963-11-03,1987-05-25,9999-01-01,Engineer
59660,Jaana,Mateescu,1964-06-18,1993-09-10,9999-01-01,Senior Engineer
59668,Shim,Murrill,1964-02-24,1985-09-22,9999-01-01,Engineer
59669,Marlo,Heiserman,1963-02-19,1989-03-30,9999-01-01,Senior Engineer
59686,Eric,Zobel,1963-07-17,1993-06-14,9999-01-01,Engineer
59698,Christophe,Rodier,1963-03-11,1988-04-27,9999-01-01,Senior Engineer
59712,Xuejia,Duclos,1964-04-12,1994-02-20,9999-01-01,Engineer
59713,Howell,Nyrup,1964-05-02,1996-07-08,9999-01-01,Engineer
59714,Francesca,Ressouche,1964-04-22,1998-01-12,9999-01-01,Senior Engineer
59718,Kinh,Maraist,1963-03-19,1998-10-29,9999-01-01,Senior Engineer
59750,Mohd,Bala,1963-07-06,1999-09-20,9999-01-01,Assistant Engineer
59753,Dung,Whitcomb,1964-03-31,1996-12-26,9999-01-01,Engineer
59755,Taiji,Ibel,1964-10-05,1999-02-12,9999-01-01,Staff
59762,Georg,Jiafu,1963-01-15,1998-11-14,9999-01-01,Engineer
59768,Yannik,Moehrke,1963-02-19,1998-07-13,9999-01-01,Engineer
59780,Kish,Verhaegen,1964-02-22,1987-11-26,9999-01-01,Senior Engineer
59781,Muneo,Waschkowski,1963-05-29,1986-04-08,9999-01-01,Staff
59786,Gennadi,Swan,1964-12-04,2001-11-25,9999-01-01,Engineer
59791,Mani,Brickell,1964-10-23,1994-03-29,9999-01-01,Senior Engineer
59795,Nadjib,Muhlberg,1964-07-05,1996-12-11,9999-01-01,Assistant Engineer
59806,Avishai,Koyama,1964-02-20,1995-01-03,9999-01-01,Staff
59810,Amalendu,Anido,1964-03-09,1997-11-09,9999-01-01,Engineer
59816,Yagil,Provine,1963-07-08,1993-03-13,9999-01-01,Senior Engineer
59827,Heping,Melton,1964-02-07,1997-03-15,9999-01-01,Engineer
59830,Qunsheng,Thiria,1963-12-03,1987-11-05,9999-01-01,Senior Staff
59858,Tristan,Aamodt,1963-04-18,1994-10-11,9999-01-01,Assistant Engineer
59863,Dannz,Montresor,1964-12-22,1996-06-17,9999-01-01,Senior Engineer
59869,Zsolt,Riefers,1965-02-01,1987-09-25,9999-01-01,Staff
59874,Khue,Lovengreen,1964-07-14,1992-05-02,9999-01-01,Senior Staff
59875,Arup,Pargas,1964-10-27,1991-05-28,9999-01-01,Staff
59877,Marie,Fetvedt,1963-03-08,1986-01-09,9999-01-01,Engineer
59903,Hatsukazu,Rabejac,1963-03-15,1989-03-28,9999-01-01,Staff
59909,Shugo,Narlikar,1963-01-17,1993-04-12,9999-01-01,Assistant Engineer
59912,Herb,Vieri,1963-02-14,1989-09-12,9999-01-01,Senior Staff
59914,Mabry,Pleszkun,1963-02-03,1999-12-30,9999-01-01,Engineer
59923,Brewster,Vitiello,1963-05-04,1998-07-09,9999-01-01,Assistant Engineer
59924,Toshimori,Acton,1963-03-18,1999-06-21,9999-01-01,Engineer
59951,Otmar,Frolund,1964-02-07,1987-02-07,9999-01-01,Senior Staff
59962,Zorica,Kusakari,1964-02-09,1998-05-09,9999-01-01,Engineer
59963,Odinaldo,Zuberek,1964-08-01,2000-09-24,9999-01-01,Staff
59966,Steen,Salvesen,1965-01-28,1993-02-03,9999-01-01,Technique Leader
59969,Xuejia,Mattern,1964-09-13,1988-01-28,9999-01-01,Staff
59979,Vatsa,Asrin,1964-10-30,1988-07-03,9999-01-01,Engineer
59983,Youngkon,Azevdeo,1963-09-16,1999-08-10,9999-01-01,Staff
59985,Teunis,Gyorkos,1964-07-03,1995-02-22,9999-01-01,Senior Staff
59987,Torsten,Conti,1963-05-27,1989-03-27,9999-01-01,Engineer
60000,Heekeun,Emmart,1965-01-16,1995-09-23,9999-01-01,Assistant Engineer
60006,Itzchak,Encarnacion,1963-05-07,1995-05-02,9999-01-01,Staff
60014,Odinaldo,Ibel,1964-03-14,1993-01-20,9999-01-01,Assistant Engineer
60019,Pantung,Ranum,1964-04-11,1996-05-16,9999-01-01,Engineer
60025,Arnould,Conde,1963-08-12,1989-01-15,9999-01-01,Senior Engineer
60030,Genki,Iisaka,1964-08-02,1997-09-15,9999-01-01,Staff
60031,Avishai,Birrer,1964-11-04,1990-07-09,9999-01-01,Engineer
60040,Muneo,Copas,1963-02-06,1993-09-03,9999-01-01,Senior Staff
60047,Tetsurou,Kilgore,1963-08-03,1988-11-18,9999-01-01,Assistant Engineer
60049,Berry,Baaleh,1963-08-30,1988-09-16,9999-01-01,Engineer
60051,Miyeon,Giarratana,1963-09-13,1995-02-08,9999-01-01,Senior Staff
60054,Nalini,Haldar,1963-03-14,1997-07-10,9999-01-01,Engineer
60057,Masato,Mungall,1963-08-20,1999-10-25,9999-01-01,Senior Engineer
60065,Berthier,Walstra,1963-07-06,2001-09-14,9999-01-01,Staff
60078,Barry,Sullins,1964-11-24,1993-08-07,9999-01-01,Senior Engineer
60085,Martine,Solovay,1963-06-01,1988-08-18,9999-01-01,Staff
60091,Surveyors,Bade,1965-02-01,1990-04-11,9999-01-01,Senior Staff
60094,Zhiguo,Kroft,1963-06-15,1999-03-20,9999-01-01,Engineer
60099,Gay,Serre,1963-03-04,1988-09-20,9999-01-01,Staff
60105,Gio,Barbanera,1964-08-11,1999-05-19,9999-01-01,Assistant Engineer
60110,Sasan,Tetzlaff,1963-10-20,1986-02-20,9999-01-01,Senior Engineer
60114,Shan,Vidya,1963-10-02,1991-03-30,9999-01-01,Senior Staff
60122,Roselyn,Serna,1963-09-05,1988-06-07,9999-01-01,Staff
60127,Tetsurou,Gecseg,1964-06-27,1994-09-21,9999-01-01,Senior Engineer
60138,Baruch,Moehrke,1964-11-09,1990-01-04,9999-01-01,Engineer
60141,Bartek,Undy,1963-06-15,1990-08-30,9999-01-01,Senior Staff
60142,Vincent,Roohalamini,1964-09-03,1999-12-09,9999-01-01,Staff
60145,Shigeu,Reutenauer,1964-06-07,1989-07-28,9999-01-01,Technique Leader
60149,Augustine,Pillow,1964-03-03,1994-08-14,9999-01-01,Staff
60151,Subhada,Range,1963-09-12,1987-05-23,9999-01-01,Technique Leader
60159,Yunming,Bergere,1964-12-11,1987-11-05,9999-01-01,Senior Staff
60167,Phuoc,Hettesheimer,1964-02-26,1995-12-09,9999-01-01,Engineer
60176,Heon,Panwar,1964-09-24,1988-03-06,9999-01-01,Senior Engineer
60177,Pranas,Cunliffe,1964-07-31,1998-12-18,9999-01-01,Senior Engineer
60184,Miquel,Vakili,1963-08-11,1988-09-23,9999-01-01,Senior Staff
60186,Marsal,Kitai,1963-10-20,1998-07-15,9999-01-01,Assistant Engineer
60188,Padma,Erva,1964-11-16,1985-10-06,9999-01-01,Engineer
60213,Niclas,Benzaken,1963-09-11,1987-09-07,9999-01-01,Senior Staff
60215,Sreenivas,Schwartzbauer,1963-12-30,1987-08-28,9999-01-01,Senior Staff
60218,Shaowei,Cangellaris,1964-10-12,1998-10-10,9999-01-01,Senior Staff
60220,Mahmut,Milicic,1964-07-24,1994-03-01,9999-01-01,Engineer
60234,Goncalo,Bultermann,1964-08-09,1988-01-31,9999-01-01,Assistant Engineer
60235,Boriana,Bojadziev,1963-08-15,1986-08-18,9999-01-01,Senior Staff
60238,Erzsebet,Claffy,1965-01-23,1999-02-19,9999-01-01,Staff
60244,Hyuckchul,Junet,1963-01-04,1989-05-27,9999-01-01,Engineer
60249,Greger,Wendorf,1964-08-02,1994-01-12,9999-01-01,Senior Staff
60252,Zhenbing,Gyorkos,1963-08-12,1990-04-29,9999-01-01,Senior Engineer
60274,Zengping,Landherr,1963-07-07,1998-06-15,9999-01-01,Senior Engineer
